Date,Open,High,Low,Close,Adj Close,Volume,short,mid,long
2014-03-19,1872.25,1874.140015,1850.3499760000002,1860.77002,1860.77002,3289210000,-0.0061505248448234795,-0.00877495569877862,0.04807483637509602
2014-03-20,1860.089966,1873.4899899999998,1854.630005,1872.0100100000002,1872.0100100000002,3327540000,0.006387869890745357,0.0023424752036333985,0.04088297673375685
2014-03-21,1874.530029,1883.969971,1863.459961,1866.52002,1866.52002,5270710000,-0.004282231531458791,-0.0008996289555023296,0.03637799210084314
2014-03-24,1867.6700440000002,1873.339966,1849.689941,1857.439941,1857.439941,3409000000,-0.005492524386935926,0.005993881121846734,0.020500034827209745
2014-03-25,1859.47998,1871.869995,1855.959961,1865.619995,1865.619995,3200560000,0.0032965668581681484,0.01321391857768539,0.025163604350822766
2014-03-26,1867.089966,1875.9200440000002,1852.560059,1852.560059,1852.560059,3480850000,-0.007812552689738794,-0.003378735697053159,0.01234545585799296
2014-03-27,1852.109985,1855.550049,1842.109985,1849.040039,1849.040039,3733430000,-0.0016589150313466305,-0.012474309569017628,0.005645874781751381
2014-03-28,1850.069946,1866.630005,1850.069946,1857.619995,1857.619995,2955520000,0.004072648768295828,-0.0016942955100676116,0.009117560539730007
2014-03-31,1859.160034,1875.180054,1859.160034,1872.339966,1872.339966,3274300000,0.007064176234407249,0.0001762420729738423,0.02355629398410297
2014-04-01,1873.959961,1885.839966,1873.959961,1885.52002,1885.52002,3336190000,0.006149837473445885,0.010127910260495199,0.024557640515381784
2014-04-02,1886.609985,1893.1700440000002,1883.790039,1890.9000239999998,1890.9000239999998,3131660000,0.00227135908795173,0.017853755053965692,0.02932747039145589
2014-04-03,1891.430054,1893.800049,1882.6500239999998,1888.77002,1888.77002,3055600000,-0.0014073511385506166,0.012332399303386588,0.02203293028354647
2014-04-04,1890.25,1897.280029,1863.2600100000002,1865.089966,1865.089966,3583750000,-0.013399804381842628,0.0067407928990075305,0.010764977756404726
2014-04-07,1863.9200440000002,1864.040039,1841.47998,1845.040039,1845.040039,3801540000,-0.010180841881570757,-0.002165627966289385,-6.503441421568112e-05
2014-04-08,1845.47998,1854.949951,1837.4899899999998,1851.959961,1851.959961,3721450000,0.0035051212394261455,-0.003051579132615778,-0.0012573778385096546
2014-04-09,1852.640015,1872.430054,1852.380005,1872.180054,1872.180054,3308650000,0.01049189914406945,-8.541121385086115e-05,0.006822837401496251
2014-04-10,1872.280029,1872.530029,1830.869995,1833.0799559999998,1833.0799559999998,3758780000,-0.0211593668084058,-0.02820606733231923,-0.006877264158137386
2014-04-11,1830.6500239999998,1835.069946,1814.359985,1815.689941,1815.689941,3743460000,-0.008205579887754055,-0.040587390630383524,-0.03156164692616148
2014-04-14,1818.180054,1834.189941,1815.800049,1830.609985,1830.609985,3111540000,0.006813205994310678,-0.03127659770208879,-0.023324586306753048
2014-04-15,1831.449951,1844.02002,1816.290039,1842.97998,1842.97998,3736440000,0.006275839822844631,-0.011925475169532795,-0.018306939973236958
2014-04-16,1846.0100100000002,1862.310059,1846.0100100000002,1862.310059,1862.310059,3155080000,0.008791125724949111,0.009316705714086382,-0.008411016253982773
2014-04-17,1861.72998,1869.630005,1856.719971,1864.8499760000002,1864.8499760000002,3341430000,0.0016744558097911977,0.006936091377272469,-0.00658473896418954
2014-04-21,1865.790039,1871.890015,1863.180054,1871.890015,1871.890015,2642500000,0.0032640468566773606,-0.00015493246399511662,0.002278373598761263
2014-04-22,1872.569946,1884.890015,1872.569946,1879.550049,1879.550049,3215440000,0.0037206225075143706,0.025034824357385688,0.006057038330059328
2014-04-23,1879.319946,1879.75,1873.910034,1875.390015,1875.390015,3085720000,-0.0020933347586984397,0.03235111752468711,0.015611363070116013
2014-04-24,1881.969971,1884.060059,1870.2399899999998,1878.609985,1878.609985,3191830000,-0.001786951445470919,0.025882897242979652,0.020152617421962837
2014-04-25,1877.719971,1877.719971,1859.699951,1863.4000239999998,1863.4000239999998,3213020000,-0.007655470530525399,0.01101897300900223,0.002455555041423807
2014-04-28,1865.0,1877.0100100000002,1850.609985,1869.430054,1869.430054,4034680000,0.0023725473574272016,0.0038159161270865383,-0.0015073156941340926
2014-04-29,1870.780029,1880.5999760000002,1870.780029,1878.3299559999998,1878.3299559999998,3647820000,0.004027589073735349,0.007202452736993159,0.009392669471582238
2014-04-30,1877.0999760000002,1885.199951,1872.689941,1883.949951,1883.949951,3779230000,0.0036425906100729932,0.006421986856229189,0.006357885251357054
2014-05-01,1884.390015,1888.589966,1878.040039,1883.680054,1883.680054,3416740000,-0.00037683004583310975,0.0021949264568235094,0.009151593742385167
2014-05-02,1885.300049,1891.3299559999998,1878.5,1881.140015,1881.140015,3159560000,-0.002209001402358801,0.0030613382268906975,0.012678820175159977
2014-05-05,1879.449951,1885.5100100000002,1866.77002,1884.660034,1884.660034,2733730000,0.0027682965418307504,0.003215317626269254,0.0101540164705467
2014-05-06,1883.689941,1883.689941,1867.719971,1867.719971,1867.719971,3327260000,-0.008514167658471017,0.002315631197141954,0.00814992193561892
2014-05-07,1868.530029,1878.8299559999998,1859.790039,1878.209961,1878.209961,3632950000,0.005167133862017614,0.004685574403164416,0.01565256827804795
2014-05-08,1877.390015,1889.069946,1870.050049,1875.630005,1875.630005,3393420000,-0.0009379167282039802,-0.0014384551213124652,0.009648509860337384
2014-05-09,1875.27002,1878.569946,1867.02002,1878.47998,1878.47998,3025020000,0.0017102688151497958,-0.0029076819790336828,0.003273961199349529
2014-05-12,1880.030029,1897.130005,1880.030029,1896.6500239999998,1896.6500239999998,3005740000,0.008801435152555825,0.006861845724150051,0.005885529206040019
2014-05-13,1896.75,1902.1700440000002,1896.060059,1897.449951,1897.449951,2915680000,0.0003689584191555184,0.008632869636603147,0.0034579347577974318
2014-05-14,1897.130005,1897.130005,1885.77002,1888.530029,1888.530029,2822060000,-0.004543456473567353,0.002051312704860031,-0.00012707012797985584
2014-05-15,1888.160034,1888.160034,1862.359985,1870.8499760000002,1870.8499760000002,3552640000,-0.00920996768409399,0.0016744401071449033,0.003083569143756293
2014-05-16,1871.189941,1878.280029,1864.819946,1877.859985,1877.859985,3173650000,0.0035582620499772233,-0.00018635222775120752,0.01763184401658613
2014-05-19,1876.660034,1886.0,1872.4200440000002,1885.0799559999998,1885.0799559999998,2664250000,0.004476617779922698,0.005025631323740676,0.017725720316693838
2014-05-20,1884.880005,1884.880005,1868.140015,1872.8299559999998,1872.8299559999998,3007700000,-0.006413528681001424,-0.003012296167855588,0.00034707624534480175
2014-05-21,1873.339966,1888.800049,1873.339966,1888.030029,1888.030029,2777140000,0.007811056986883003,-0.004555211951688065,0.029536384586671183
2014-05-22,1888.189941,1896.3299559999998,1885.390015,1892.4899899999998,1892.4899899999998,2759800000,0.002274750009358506,-0.002617436639592796,0.04142788874858816
2014-05-23,1893.319946,1901.2600100000002,1893.319946,1900.530029,1900.530029,2396280000,0.003800936635829366,0.006334045877564698,0.037483573451673635
2014-05-27,1902.0100100000002,1912.280029,1902.0100100000002,1911.910034,1911.910034,2911020000,0.005191533184358832,0.021709899956730005,0.036718944270019094
2014-05-28,1911.77002,1914.459961,1907.300049,1909.780029,1909.780029,2976450000,-0.001041457604559426,0.016855244734741426,0.025170383037241173
2014-05-29,1910.5999760000002,1920.030029,1909.819946,1920.030029,1920.030029,2709050000,0.004923509729279907,0.0183705890450252,0.029160217984446568
2014-05-30,1920.3299559999998,1924.030029,1916.640015,1923.569946,1923.569946,3263490000,0.0016857831108536558,0.02673217410120543,0.02723418281054535
2014-06-02,1923.869995,1925.880005,1915.97998,1924.969971,1924.969971,2509020000,0.0005715883433268232,0.01937639535005431,0.023877955579339805
2014-06-03,1923.069946,1925.069946,1918.790039,1924.2399899999998,1924.2399899999998,2867180000,0.0006082400719131797,0.016637662376385087,0.025714433600286135
2014-06-04,1923.060059,1928.630005,1918.5999760000002,1927.880005,1927.880005,2793920000,0.0025032581327320003,0.014288146279811897,0.02588882248850588
2014-06-05,1928.52002,1941.7399899999998,1922.930054,1940.459961,1940.459961,3113270000,0.006172158534542227,0.01482227809714498,0.040522249358161844
2014-06-06,1942.410034,1949.439941,1942.410034,1949.439941,1949.439941,2864300000,0.0036126339354494164,0.020554054216088247,0.04190852112624288
2014-06-09,1948.969971,1955.550049,1947.160034,1951.27002,1951.27002,2812180000,0.0011794398662319239,0.016139626863004075,0.038097392110457484
2014-06-10,1950.339966,1950.859985,1944.640015,1950.790039,1950.790039,2702360000,0.00023073981201360283,0.014051632261411484,0.034863828215727644
2014-06-11,1949.369995,1949.369995,1940.0799559999998,1943.890015,1943.890015,2710620000,-0.0028151130954165993,0.009780759654082871,0.031463788776599166
2014-06-12,1943.3499760000002,1943.3499760000002,1925.780029,1930.109985,1930.109985,3040480000,-0.006836287297312005,0.0030459089477306023,0.02569900432112604
2014-06-13,1930.800049,1937.300049,1927.689941,1936.160034,1936.160034,2598230000,0.00277219744585544,0.004285691447192264,0.02695919630942889
2014-06-16,1934.839966,1941.1500239999998,1930.910034,1937.780029,1937.780029,2926130000,0.0015183847465820577,-0.0013820353735045643,0.036824582787515325
2014-06-17,1937.1500239999998,1943.689941,1933.550049,1941.9899899999998,1941.9899899999998,2971260000,0.0024953822208244603,-0.0038289062035170573,0.03339404051956141
2014-06-18,1942.72998,1957.7399899999998,1939.290039,1956.97998,1956.97998,3065220000,0.007308268343757085,0.0029220055332652706,0.04245785276503522
2014-06-19,1957.5,1959.869995,1952.2600100000002,1959.47998,1959.47998,2952150000,0.0010109728304712462,0.004444682982881254,0.04221619317764258
2014-06-20,1960.449951,1963.910034,1959.1700440000002,1962.869995,1962.869995,4336240000,0.0012336716557612704,0.00971655759684964,0.034318500649298755
2014-06-23,1962.9200440000002,1963.7399899999998,1958.890015,1962.609985,1962.609985,2717630000,-0.00015797051524479855,0.01669822407643462,0.033764358760957514
2014-06-24,1961.969971,1968.1700440000002,1948.339966,1949.97998,1949.97998,3089700000,-0.00612994986904436,0.0071124582281481,0.03202034183271696
2014-06-25,1949.27002,1960.8299559999998,1947.4899899999998,1959.530029,1959.530029,3106710000,0.005249709596153451,0.011161660469360513,0.046311803149730935
2014-06-26,1959.890015,1959.890015,1944.689941,1957.219971,1957.219971,2778840000,-0.0013632726285797148,0.007811868867501737,0.04139226161481435
2014-06-27,1956.560059,1961.469971,1952.180054,1960.959961,1960.959961,4290590000,0.0022462700012235715,0.0020316709438858993,0.039463892385180444
2014-06-30,1960.790039,1964.2399899999998,1958.219971,1960.22998,1960.22998,3037350000,-0.0002856700557991587,0.0003826813804117535,0.04561117072590992
2014-07-01,1962.290039,1978.5799559999998,1962.290039,1973.319946,1973.319946,3188240000,0.005605197629023451,0.005309690694683233,0.044183403295670054
2014-07-02,1973.060059,1976.6700440000002,1972.5799559999998,1974.619995,1974.619995,2851480000,0.000790305222233556,0.006100759829271496,0.042482555229821806
2014-07-03,1975.880005,1985.589966,1975.880005,1985.439941,1985.439941,1998090000,0.004826651060647613,0.018021416471551532,0.04370771242670379
2014-07-07,1984.219971,1984.219971,1974.880005,1977.6500239999998,1977.6500239999998,2681260000,-0.003316591927863932,0.009204619900869737,0.033806523093870666
2014-07-08,1976.390015,1976.390015,1959.459961,1963.709961,1963.709961,3302430000,-0.006436434533465096,0.0033104370848411335,0.02784745396491406
2014-07-09,1965.0999760000002,1974.1500239999998,1965.0999760000002,1972.8299559999998,1972.8299559999998,2858800000,0.0039259154235207205,0.006034908460279098,0.027128211800434343
2014-07-10,1966.6700440000002,1969.839966,1952.859985,1964.680054,1964.680054,3165690000,-0.0010123698578627938,0.00226760657865821,0.0211466032033627
2014-07-11,1965.7600100000002,1968.6700440000002,1959.630005,1967.569946,1967.569946,2684630000,0.0009203072958499092,-0.0029181247068041927,0.02188888323881155
2014-07-14,1969.859985,1979.8499760000002,1969.859985,1977.0999760000002,1977.0999760000002,2744920000,0.0036686458397188204,0.0012551402142744195,0.027100033067711138
2014-07-15,1977.359985,1982.52002,1965.339966,1973.280029,1973.280029,3328740000,-0.002065466575550623,-0.0061433747959531715,0.023276191350938724
2014-07-16,1976.3499760000002,1983.939941,1975.6700440000002,1981.569946,1981.569946,3390950000,0.0026377355426241422,0.001980149277147625,0.02096439427387331
2014-07-17,1979.75,1981.800049,1955.589966,1958.119995,1958.119995,3381680000,-0.010985747403929658,-0.002850694623819372,0.004442705125006441
2014-07-18,1961.540039,1979.910034,1960.819946,1978.219971,1978.219971,3106060000,0.008467536915445883,0.0027283979920582624,0.01371698292948853
2014-07-21,1976.930054,1976.930054,1965.77002,1973.630005,1973.630005,2611160000,-0.0016706743946652836,0.0045450796270829485,0.011640050569034166
2014-07-22,1975.6500239999998,1986.2399899999998,1975.6500239999998,1983.530029,1983.530029,2890480000,0.003980629978769912,0.008078848881331702,0.020186972466060382
2014-07-23,1985.319946,1989.22998,1982.439941,1987.0100100000002,1987.0100100000002,2869720000,0.0008509182876021981,0.004999888842628586,0.02905401296260912
2014-07-24,1988.069946,1991.390015,1985.790039,1987.97998,1987.97998,3203530000,-4.5253958924185156e-05,0.0074218902292555455,0.026412390133002006
2014-07-25,1984.5999760000002,1984.5999760000002,1974.369995,1978.339966,1978.339966,2638960000,-0.003159278363236595,-0.001631340504253842,0.020715089143124032
2014-07-28,1978.25,1981.52002,1967.310059,1978.910034,1978.910034,2803320000,0.0003335897464085136,0.010561378549119205,0.018832989877642703
2014-07-29,1980.030029,1984.8499760000002,1969.949951,1969.949951,1969.949951,3183300000,-0.005103873909640733,-0.004189298970630695,0.006605678425592565
2014-07-30,1973.209961,1978.9000239999998,1962.4200440000002,1970.069946,1970.069946,3448250000,-0.0015925908065046457,-0.001805441596100188,0.005389925990052724
2014-07-31,1965.140015,1965.140015,1930.6700440000002,1930.6700440000002,1930.6700440000002,4193000000,-0.017696381512505077,-0.027010984534530103,-0.01654056966531936
2014-08-01,1929.800049,1937.3499760000002,1916.369995,1925.1500239999998,1925.1500239999998,3789660000,-0.002412496746915238,-0.031627102053872314,-0.019271313167697812
2014-08-04,1926.619995,1942.9200440000002,1921.199951,1938.9899899999998,1938.9899899999998,3072920000,0.006400044117988557,-0.02495182396882445,-0.005651892063970543
2014-08-05,1936.339966,1936.339966,1913.77002,1920.209961,1920.209961,3462520000,-0.008365040962435621,-0.02982355729324837,-0.02027012861948485
2014-08-06,1917.290039,1927.910034,1911.449951,1920.2399899999998,1920.2399899999998,3539150000,0.0015374220182078346,-0.030096032233415393,-0.019074911223274427
2014-08-07,1923.030029,1928.890015,1904.780029,1909.569946,1909.569946,3230520000,-0.0070240246452417665,-0.031130079299308555,-0.02655607181760189
2014-08-08,1910.3499760000002,1932.380005,1909.0100100000002,1931.589966,1931.589966,2902280000,0.011057021565295422,-0.01972556735686659,-0.01471832274722562
2014-08-11,1933.430054,1944.9000239999998,1933.430054,1936.9200440000002,1936.9200440000002,2784890000,0.0018034497435852614,0.0032319895843606616,-0.018618270775641932
2014-08-12,1935.72998,1939.6500239999998,1928.290039,1933.75,1933.75,2611700000,-0.0010233830814678768,0.0044572236566757795,-0.02091484934029353
2014-08-13,1935.5999760000002,1948.410034,1935.5999760000002,1946.719971,1946.719971,2718020000,0.00572854662237976,0.003978676367834666,-0.01969463216768741
2014-08-14,1947.410034,1955.22998,1947.410034,1955.180054,1955.180054,2609460000,0.003981986368907009,0.018047753680789924,-0.011426994839564664
2014-08-15,1958.869995,1964.040039,1941.5,1955.060059,1955.060059,3023380000,-0.001946860138440698,0.017970740661411355,-0.004414607646704205
2014-08-18,1958.359985,1971.9899899999998,1958.359985,1971.7399899999998,1971.7399899999998,2638160000,0.006809015943360031,0.03203833903046327,-0.0005526412474177178
2014-08-19,1972.72998,1982.569946,1972.72998,1981.5999760000002,1981.5999760000002,2656430000,0.0044862269842553815,0.025561106735109362,0.008575177409225532
2014-08-20,1980.459961,1988.569946,1977.680054,1986.5100100000002,1986.5100100000002,2579560000,0.003050214009651775,0.02528022996563184,0.0095800838967941
2014-08-21,1986.819946,1994.7600100000002,1986.819946,1992.369995,1992.369995,2638920000,0.002789538916855072,0.02986375947149167,0.007693769916923721
2014-08-22,1992.5999760000002,1993.540039,1984.7600100000002,1988.4000239999998,1988.4000239999998,2301860000,-0.0021099992756674624,0.02118441714823671,0.007633159776502474
2014-08-25,1991.7399899999998,2001.949951,1991.7399899999998,1997.9200440000002,1997.9200440000002,2233880000,0.0030980378730331992,0.021624372978409134,0.008217228861696846
2014-08-26,1998.589966,2005.040039,1998.589966,2000.02002,2000.02002,2451950000,0.0007152755912560593,0.02273627682827506,0.021172363805390226
2014-08-27,2000.540039,2002.140015,1996.199951,2000.119995,2000.119995,2344350000,-0.0002099873510736927,0.014290779685598665,0.011009740446122684
2014-08-28,1997.4200440000002,1998.550049,1990.52002,1996.7399899999998,1996.7399899999998,2282400000,-0.00034052416567309507,0.0076112585748449035,0.011641356356987487
2014-08-29,1998.449951,2003.380005,1994.6500239999998,2003.369995,2003.369995,2259130000,0.0024589044711449404,0.008451424771175553,0.009952659786637952
2014-09-02,2004.069946,2006.119995,1994.8499760000002,2002.280029,2002.280029,2819980000,-0.0008935400702689833,0.004961663360229629,0.007655544434524764
2014-09-03,2003.569946,2009.280029,1998.140015,2000.719971,2000.719971,2809980000,-0.0014234611081125337,0.00617679397232429,0.006388063519571219
2014-09-04,2001.6700440000002,2011.1700440000002,1992.540039,1997.6500239999998,1997.6500239999998,3072410000,-0.0020103524026895414,-0.00013515968726096617,0.009713409678689722
2014-09-05,1998.0,2007.709961,1990.0999760000002,2007.709961,2007.709961,2818300000,0.004848069437342062,0.0038375591538581943,0.014448544410129216
2014-09-08,2007.1700440000002,2007.1700440000002,1995.5999760000002,2001.540039,2001.540039,2789090000,-0.002808887939057314,0.0007097274868641534,0.015908766903617533
2014-09-09,2000.72998,2001.0100100000002,1984.609985,1988.439941,1988.439941,2882830000,-0.006161721926032371,-0.004165463615166232,0.009281334337921443
2014-09-10,1988.410034,1996.660034,1982.9899899999998,1995.689941,1995.689941,2912430000,0.0036544841483721058,-0.0038409344019596503,0.033122709919208404
2014-09-11,1992.8499760000002,1997.6500239999998,1985.930054,1997.449951,1997.449951,2941690000,0.002305579591421747,-0.002415203212244421,0.036867443276152656
2014-09-12,1996.7399899999998,1996.7399899999998,1980.2600100000002,1985.540039,1985.540039,3206570000,-0.005624908569253684,-0.007616164193532171,0.023723723294863497
2014-09-15,1986.040039,1987.180054,1978.47998,1984.130005,1984.130005,2776530000,-0.0009621926145193527,-0.006790968290730781,0.03274599868120731
2014-09-16,1981.930054,2002.280029,1979.060059,1998.97998,1998.97998,3160310000,0.008565895791080358,-0.004357709203095084,0.040186867440449525
2014-09-17,1999.300049,2010.7399899999998,1993.290039,2001.569946,2001.569946,3209420000,0.0011347018255465358,1.4941882742647294e-05,0.047053788085668735
2014-09-18,2003.069946,2012.339966,2003.069946,2011.359985,2011.359985,3235340000,0.004130126033701664,0.0114607206854771,0.040467622380265134
2014-09-19,2012.7399899999998,2019.2600100000002,2006.589966,2010.4000239999998,2010.4000239999998,4880220000,-0.0011632537051751157,0.007343893542791413,0.037234613877639156
2014-09-22,2009.0799559999998,2009.0799559999998,1991.0100100000002,1994.290039,1994.290039,3349670000,-0.007388767116199624,-0.0015832256950449874,0.03082699392443189
2014-09-23,1992.780029,1995.410034,1982.77002,1982.77002,1982.77002,3279350000,-0.005035796320242092,-0.0013960700694832795,0.01834897685754555
2014-09-24,1983.339966,1999.790039,1978.630005,1998.300049,1998.300049,3313850000,0.007514568540431199,0.007116310196339626,0.021814555196757013
2014-09-25,1997.319946,1997.319946,1965.9899899999998,1965.9899899999998,1965.9899899999998,3273050000,-0.015810324765322292,-0.016641110305055662,0.005575016473982508
2014-09-26,1966.219971,1986.369995,1966.219971,1982.8499760000002,1982.8499760000002,2929440000,0.008422288552552892,-0.009396654022182815,0.00561879503302265
2014-09-29,1978.959961,1981.280029,1964.040039,1977.800049,1977.800049,3094440000,-0.000586293851683628,-0.016825962097987812,-0.001919446452832041
2014-09-30,1978.209961,1985.1700440000002,1968.959961,1972.290039,1972.290039,3951100000,-0.002997051730777578,-0.019138395219315818,-0.007184011307308502
2014-10-01,1971.439941,1971.439941,1941.719971,1946.160034,1946.160034,4188590000,-0.012905992472553862,-0.02442989903699555,-0.02346666458405533
2014-10-02,1945.8299559999998,1952.319946,1926.030029,1946.1700440000002,1946.1700440000002,4012510000,0.00017476259037252362,-0.018631505776441237,-0.021466946067132398
2014-10-03,1948.119995,1971.189941,1948.119995,1967.9000239999998,1967.9000239999998,3560970000,0.010102194127474817,-0.015329847099300409,-0.01513966488095253
2014-10-06,1970.0100100000002,1977.839966,1958.430054,1964.819946,1964.819946,3358220000,-0.00263801336672298,-0.0005953195670134193,-0.01775657992130597
2014-10-07,1962.359985,1962.359985,1934.869995,1935.0999760000002,1935.0999760000002,3687870000,-0.01398883057580047,-0.024376199277086563,-0.03304818392966258
2014-10-08,1935.550049,1970.359985,1925.25,1968.890015,1968.890015,4441890000,0.01707839065739325,-0.0045152008356073026,-0.014045905863284247
2014-10-09,1967.680054,1967.680054,1927.560059,1928.209961,1928.209961,4344020000,-0.020263120033766846,-0.02260323277316445,-0.038238668851648505
2014-10-10,1925.630005,1936.97998,1906.050049,1906.130005,1906.130005,4550540000,-0.01017817832599377,-0.02078320659703259,-0.04921153454131755
2014-10-13,1905.6500239999998,1912.089966,1874.140015,1874.7399899999998,1874.7399899999998,4352580000,-0.01635319251736078,-0.037393383434730865,-0.06503712347418755
2014-10-14,1877.109985,1898.709961,1871.790039,1877.699951,1877.699951,4812010000,0.00031424546909786244,-0.04691939900577591,-0.06192390419946747
2014-10-15,1874.180054,1874.180054,1820.660034,1862.4899899999998,1862.4899899999998,6090800000,-0.006256962483036865,-0.05348631382804836,-0.07508045290321252
2014-10-16,1855.949951,1876.0100100000002,1835.02002,1862.7600100000002,1862.7600100000002,5073150000,0.003662596268209306,-0.038099728117911624,-0.07185763953443836
2014-10-17,1864.910034,1898.160034,1864.910034,1886.7600100000002,1886.7600100000002,4482120000,0.011648264797996077,-0.042608862205009146,-0.05248930445312716
2014-10-20,1885.619995,1905.030029,1882.300049,1904.0100100000002,1904.0100100000002,3331210000,0.009705517072972292,-0.012629897484393027,-0.04702763193408188
2014-10-21,1909.380005,1942.449951,1909.380005,1941.280029,1941.280029,3987090000,0.01656897960903958,0.018272553064480945,-0.02852377826459218
2014-10-22,1941.290039,1949.310059,1926.8299559999998,1927.109985,1927.109985,3761930000,-0.007331257069402852,0.027551485762384864,-0.029869473518270517
2014-10-23,1931.02002,1961.949951,1931.02002,1950.819946,1950.819946,3789250000,0.010201398246992177,0.038202171803890295,-0.016930764104846396
2014-10-24,1951.589966,1965.27002,1946.27002,1964.5799559999998,1964.5799559999998,3078380000,0.006634052096911702,0.0533641628603263,-0.017358580839791138
2014-10-27,1962.969971,1964.640015,1951.369995,1961.630005,1961.630005,3538860000,-0.0006828548439399285,0.0517164986169627,-0.0201560828002183
