Date,Open,High,Low,Close,Adj Close,Volume
2016-04-28,17.370001,17.370001,17.190001,17.299999,17.299999,127700
2016-04-29,17.330000,17.330000,17.045000,17.309999,17.309999,100600
2016-05-02,17.280001,17.299999,17.129999,17.150000,17.150000,80300
2016-05-03,17.139999,17.490000,16.910000,17.440001,17.440001,186900
2016-05-04,17.420000,17.580000,17.059999,17.510000,17.510000,177300
2016-05-05,17.750000,18.309999,17.250000,17.370001,17.370001,211800
2016-05-06,17.379999,17.639999,17.190001,17.410000,17.410000,202000
2016-05-09,17.360001,17.420000,16.865000,17.355000,17.355000,130200
2016-05-10,17.469999,17.469999,17.160000,17.219999,17.219999,83800
2016-05-11,17.250000,17.250000,16.790001,16.809999,16.809999,60800
2016-05-12,16.790001,16.830000,16.389999,16.420000,16.420000,73200
2016-05-13,16.420000,16.559000,16.110001,16.160000,16.160000,61900
2016-05-16,16.180000,16.209999,15.300000,16.070000,16.070000,190100
2016-05-17,16.080000,16.080000,15.400000,15.630000,15.630000,130400
2016-05-18,15.620000,15.770000,15.430000,15.750000,15.750000,89700
2016-05-19,15.710000,15.780000,15.430000,15.500000,15.500000,61300
2016-05-20,15.600000,15.820000,15.600000,15.790000,15.790000,42400
2016-05-23,15.760000,16.000000,15.470000,15.600000,15.600000,77700
2016-05-24,15.630000,16.209999,15.630000,16.100000,16.100000,79600
2016-05-25,16.110001,16.240000,16.049999,16.209999,16.209999,52800
2016-05-26,16.280001,16.440001,16.040001,16.430000,16.430000,82800
2016-05-27,16.370001,16.450001,16.080000,16.410000,16.410000,68700
2016-05-31,16.500000,16.650000,16.379999,16.639999,16.639999,65400
2016-06-01,16.510000,16.820000,16.270000,16.610001,16.610001,126900
2016-06-02,16.590000,16.920000,16.559999,16.830000,16.830000,53700
2016-06-03,16.780001,17.000000,16.660000,16.950001,16.950001,144100
2016-06-06,16.990000,17.070000,16.870001,17.040001,17.040001,124700
2016-06-07,17.110001,17.490000,17.030001,17.420000,17.420000,148800
2016-06-08,17.440001,18.260000,17.440001,18.170000,18.170000,505200
2016-06-09,18.110001,18.290001,17.820000,18.020000,18.020000,166300
2016-06-10,17.900000,18.170000,17.730000,18.000000,18.000000,87300
2016-06-13,17.990000,18.145000,17.924999,18.000000,18.000000,150300
2016-06-14,17.930000,18.090000,17.865000,18.030001,18.030001,118600
2016-06-15,18.049999,18.090000,17.959999,18.020000,18.020000,52100
2016-06-16,17.860001,18.139999,17.834999,18.110001,18.110001,64300
2016-06-17,18.040001,18.240000,17.840000,18.150000,18.150000,256500
2016-06-20,18.350000,18.760000,18.270000,18.370001,18.370001,111400
2016-06-21,18.410000,18.420000,18.146999,18.360001,18.360001,69700
2016-06-22,18.320000,18.580000,18.139999,18.330000,18.330000,109100
2016-06-23,18.500000,18.549999,18.200001,18.250000,18.250000,82200
2016-06-24,17.580000,17.610001,16.330000,17.230000,17.230000,787200
2016-06-27,17.120001,17.120001,16.570000,16.650000,16.650000,123600
2016-06-28,16.809999,17.020000,16.636000,16.910000,16.910000,79000
2016-06-29,17.030001,17.350000,16.280001,17.340000,17.340000,118500
2016-06-30,17.330000,17.430000,16.820000,17.370001,17.370001,576200
2016-07-01,17.400000,17.754999,17.309999,17.440001,17.440001,64900
2016-07-05,17.440001,17.980000,16.921000,17.260000,17.260000,87900
2016-07-06,17.129999,17.440001,16.940001,17.270000,17.270000,61900
2016-07-07,17.280001,17.545000,17.139999,17.299999,17.299999,69600
2016-07-08,17.490000,17.910000,17.459999,17.670000,17.670000,143200
2016-07-11,17.799999,17.940001,17.690001,17.750000,17.750000,83500
2016-07-12,17.910000,17.980000,17.785000,17.900000,17.900000,72600
2016-07-13,18.000000,18.250000,17.299999,17.750000,17.750000,327700
2016-07-14,17.920000,18.340000,17.680000,18.280001,18.280001,317100
2016-07-15,18.420000,18.440001,18.000000,18.290001,18.290001,206000
2016-07-18,18.299999,18.740000,18.283001,18.600000,18.600000,97200
2016-07-19,18.520000,18.700001,18.475000,18.510000,18.510000,92000
2016-07-20,18.610001,18.840000,18.320000,18.500000,18.500000,98200
2016-07-21,18.420000,18.600000,18.389999,18.500000,18.500000,190700
2016-07-22,18.510000,18.709999,18.280001,18.620001,18.620001,150800
2016-07-25,18.530001,18.549999,18.280001,18.540001,18.540001,111400
2016-07-26,18.540001,19.100000,18.540001,19.040001,19.040001,251300
2016-07-27,19.139999,19.309999,18.850000,19.299999,19.299999,125000
2016-07-28,19.270000,19.270000,18.895000,19.190001,19.190001,115000
2016-07-29,19.270000,19.400000,19.070000,19.190001,19.190001,168400
2016-08-01,19.309999,19.309999,18.990000,19.090000,19.090000,89200
2016-08-02,19.120001,19.245001,18.849001,18.889999,18.889999,182600
2016-08-03,18.820000,18.900000,18.570000,18.889999,18.889999,65500
2016-08-04,19.500000,21.049999,19.299999,20.250000,20.250000,324600
2016-08-05,20.520000,20.650000,19.850000,19.959999,19.959999,310700
2016-08-08,19.850000,20.263000,19.809999,20.139999,20.139999,247400
2016-08-09,18.809999,19.180000,18.549999,19.010000,19.010000,1613100
2016-08-10,19.000000,19.180000,18.820000,18.940001,18.940001,301400
2016-08-11,18.980000,19.030001,18.570000,18.650000,18.650000,195900
2016-08-12,18.680000,18.690001,18.090000,18.540001,18.540001,169900
