Date,Open,High,Low,Close,Adj Close,Volume
2016-04-28,51.121075,51.659191,50.807175,51.614349,43.195652,1714900
2016-04-29,51.345291,51.659191,50.493275,51.255604,42.895416,3042800
2016-05-02,51.614349,52.645741,51.614349,52.376682,43.833633,2206900
2016-05-03,52.376682,52.690582,51.076233,51.793720,43.345757,1558200
2016-05-04,51.569508,52.690582,51.434978,52.556053,43.983753,1477500
2016-05-05,52.511211,52.735428,51.434978,51.614349,43.195652,1773200
2016-05-06,51.659191,52.735428,51.300449,52.645741,44.058811,1246600
2016-05-09,52.645741,53.408073,52.466366,53.228699,44.546684,910600
2016-05-10,53.363228,53.542603,52.959641,53.228699,44.546684,820000
2016-05-11,53.139015,53.228699,52.062778,52.869957,44.246452,1011700
2016-05-12,52.959641,53.811661,52.466366,53.632286,44.884441,1437500
2016-05-13,53.497757,53.766815,53.004486,53.273544,44.584213,881400
2016-05-16,53.094170,53.811661,53.094170,53.632286,44.884441,1236500
2016-05-17,53.408073,53.856503,52.780270,53.004486,44.359039,1903700
2016-05-18,53.049328,53.094170,51.210762,51.748878,43.308231,1105500
2016-05-19,51.300449,51.479820,50.627804,51.031391,42.707775,1235600
2016-05-20,51.434978,51.569508,50.852016,51.255604,42.895416,869100
2016-05-23,51.255604,51.434978,50.852016,50.986546,42.670242,966800
2016-05-24,51.345291,51.614349,50.762333,51.210762,42.857883,1213400
2016-05-25,51.300449,51.300449,50.269058,50.717487,42.445068,1398000
2016-05-26,50.852016,51.300449,50.627804,50.852016,42.557659,612700
2016-05-27,50.941704,51.704037,50.717487,51.165920,42.820358,695900
2016-05-31,51.255604,51.479820,50.672646,51.345291,42.970474,1055200
2016-06-01,51.121075,51.973095,50.807175,51.345291,42.970474,801700
2016-06-02,51.300449,51.704037,51.031391,51.569508,43.158119,695600
2016-06-03,51.793720,53.094170,51.793720,53.094170,44.434093,1042900
2016-06-06,53.004486,53.273544,52.197308,52.286995,43.758579,563200
2016-06-07,52.376682,52.914799,52.062778,52.690582,44.096336,483600
2016-06-08,52.780270,53.049328,52.556053,52.825111,44.208920,419100
2016-06-09,52.825111,53.452915,52.690582,53.408073,44.696812,461100
2016-06-10,53.228699,53.273544,52.780270,53.094170,44.434093,602200
2016-06-13,53.004486,53.497757,52.959641,52.959641,44.321507,489500
2016-06-14,52.959641,53.318386,52.645741,53.228699,44.546684,577700
2016-06-15,53.363228,54.035873,53.183857,53.766815,44.997028,941800
2016-06-16,53.721973,54.170403,53.542603,54.035873,45.222202,580100
2016-06-17,53.856503,54.125561,53.318386,53.856503,45.072083,996700
2016-06-20,53.946190,54.215248,53.408073,53.497757,44.771851,1201700
2016-06-21,53.901344,54.215248,53.721973,54.080719,45.259731,605800
